id,name,glottocode,iso639_3,macroarea,latitude,longitude,family
1,Balinese,bali1278,ban,Papunesia,-8.35714,115.075,Austronesian
2,Banggai (W.dialect),bang1368,bgz,Papunesia,-1.58305,123.171,Austronesian
3,Banggi,bong1289,bdg,Papunesia,7.29249,117.174,Austronesian
4,Banoni,bann1247,bcm,Papunesia,-6.23061,155.128,Austronesian
5,Bantik,bant1286,bnq,Papunesia,1.44586,124.846,Austronesian
6,Gayo,gayo1244,gay,Papunesia,4.3733,97.3456,Austronesian
7,Gedaged,geda1237,gdd,Papunesia,-5.18175,145.781,Austronesian
8,Geser,gese1240,ges,Papunesia,-3.8016,130.701,Austronesian
9,Ghari,ghar1239,gri,Papunesia,-9.4791,159.917,Austronesian
10,Gimán,gane1237,gzn,Papunesia,-0.42618,127.976,Austronesian
11,Fijian (Bau),bauu1243,fij,Papunesia,,,Austronesian
12,Gorontalo (Hulondalo),goro1259,gor,Papunesia,0.62689,122.288,Austronesian
13,Hanunóo,hanu1241,hnn,Papunesia,12.4159,121.221,Austronesian
14,Bima,bima1247,bhp,Papunesia,-8.57376,118.445,Austronesian
15,Bintulu,bint1246,bny,Papunesia,3.867,113.634,Austronesian
16,Bobot,bobo1254,bty,Papunesia,-3.43514,130.179,Austronesian
17,Bonerate,bone1254,bna,Papunesia,-7.37657,121.792,Austronesian
18,Chamorro,cham1312,cha,Papunesia,13.438011,144.74474,Austronesian
19,Canala,xara1244,ane,Papunesia,-21.7034,165.996,Austronesian
20,Javanese,java1254,jav,Papunesia,-7.001,109.287,Austronesian
21,Kilokaka (Ysabel),zaza1245,jaj,Papunesia,-8.18719,159.255,Austronesian
22,Timugon (Murut),timu1262,tih,Papunesia,5.1796,115.826,Austronesian
23,Kis,kiss1246,kis,Papunesia,-3.83909,143.96,Austronesian
24,Mor,morm1235,mhz,Papunesia,-2.87055,135.95,Austronesian
25,Mota,mota1237,mtt,Papunesia,-13.835361,167.690924,Austronesian
26,Motu,motu1246,meu,Papunesia,-9.67492,147.424,Austronesian
27,Muna (Katobu-Tongkuno Dialect),muna1247,mnb,Papunesia,-5.40419,122.541,Austronesian
28,Iban,iban1264,iba,Papunesia,2.09041,112.934,Austronesian
29,Kaidipang,kaid1239,kzp,Papunesia,0.85641,123.217,Austronesian
30,Kairiru,kair1263,kxa,Papunesia,-3.34608,143.558,Austronesian
31,Kakiduge:n Ilongot,ilon1239,ilk,Papunesia,16.3785,121.547,Austronesian
32,Kambera,kamb1299,xbr,Papunesia,-9.88447,120.235,Austronesian
33,Kapampangan,pamp1243,pam,Papunesia,14.9603,120.502,Austronesian
34,Lamaholot Ile Mandiri (Flores Timur),lama1277,slp,Papunesia,-8.36439,122.803,Austronesian
35,Iliun (Erai),eray1237,ilu,Papunesia,,,Austronesian
36,"Bontok, Guina-ang",guin1256,lbk,Papunesia,,,Austronesian
37,Bughotu,bugh1239,bgt,Papunesia,-8.47948,159.802,Austronesian
38,Marquesan,nort2845,mrq,Papunesia,-8.89412,-140.108,Austronesian
39,Ali,kapp1237,ykm,Papunesia,-3.28761,142.659,Austronesian
40,Ambai (Yapen),amba1265,amk,Papunesia,-1.88126,136.526,Austronesian
41,Mori,mori1268,xmz,Papunesia,-2.56016,121.37,Austronesian
42,Atoni,uabm1237,aoz,Papunesia,-9.77284,124.144,Austronesian
43,Aklanon - Bisayan,akla1241,akl,Papunesia,11.5543,122.354,Austronesian
44,Babatana,baba1268,baa,Papunesia,-7.22281,157.149,Austronesian
45,Berawan (Long Terawan),west2564,zbw,Papunesia,3.9815,114.528,Austronesian
46,Biga (Misool),matb1237,xmt,Papunesia,-1.8801,130.075,Austronesian
47,Bikol (Naga City),cent2087,bcl,Papunesia,13.7574,123.403,Austronesian
48,Buginese (Soppeng Dialect),bugi1244,bug,Papunesia,-4.47,119.977,Austronesian
49,Buli,buli1255,bzq,Papunesia,1.0008,128.443,Austronesian
50,Buru [Namrole Bay],buru1303,mhs,Papunesia,-3.43957,126.632,Austronesian
51,Bwaidoga,bwai1243,bwd,Papunesia,,,Austronesian
52,Hawaiian,hawa1245,haw,Papunesia,19.6297,-155.43,Austronesian
53,Hitu (Ambon),hitu1239,htu,Papunesia,-3.57478,128.186,Austronesian
54,Hoava,hoav1238,hoa,Papunesia,-8.19679,157.595,Austronesian
55,Kasira (Irahutu),irar1238,irh,Papunesia,-2.94438,133.586,Austronesian
56,Kaulong (Au Village),kaul1240,pss,Papunesia,-6.08192,149.696,Austronesian
57,Kayupulau [Kajupulau],kayu1243,kzu,Papunesia,-2.54415,140.626,Austronesian
58,Rarotongan,raro1241,rar,Papunesia,-21.23,-159.78,Austronesian
59,Kei (Tanimbar-Kei),keii1239,kei,Papunesia,-5.63948,133.02,Austronesian
60,Kelabit (Bario),kela1258,kzi,Papunesia,3.31783,115.428,Austronesian
61,Kemak,kema1243,kem,Papunesia,-9.00299,125.159,Austronesian
62,Kenyah (Long Anap),main1275,xkl,Papunesia,3.42975,116.47431,Austronesian
63,Kerinci,keri1250,kvr,Papunesia,-1.93668,101.403,Austronesian
64,Nukuoro,nuku1260,nkr,Papunesia,3.84,154.975,Austronesian
65,Kusaie,kosr1238,kos,Papunesia,5.31,162.98,Austronesian
66,Kwaio,kwai1243,kwd,Papunesia,-8.93744,160.965,Austronesian
67,Lamogai (Mulakaino),lamo1244,lmg,Papunesia,-5.87071,149.321,Austronesian
68,Lau,lauu1247,llu,Papunesia,-8.51018,160.872,Austronesian
69,Leipon,leip1237,lek,Papunesia,-1.9665,147.226,Austronesian
70,Letinese,leti1246,lti,Papunesia,-8.19808,127.674,Austronesian
71,Levei,kheh1237,tlx,Papunesia,-2.06626,146.746,Austronesian
72,Likum,liku1243,lib,Papunesia,-2.16157,146.695,Austronesian
73,Loniu,loni1238,los,Papunesia,-2.06124,147.35,Austronesian
74,Lou,louu1245,loj,Papunesia,-2.38659,147.346,Austronesian
75,Madurese,nucl1460,mad,Papunesia,-7.0,113.0,Austronesian
76,Nêlêmwa,kuma1276,nee,Papunesia,-20.4035,164.193,Austronesian
77,Yapese,yape1248,yap,Papunesia,9.55811,138.125,Austronesian
78,Yamdena,yamd1240,jmd,Papunesia,-7.73722,131.44,Austronesian
79,Mussau,muss1248,emi,Papunesia,,,Austronesian
80,Murnaten (Alune),alun1238,alp,Papunesia,-3.11477,128.394,Austronesian
81,Mono,mono1274,mte,Papunesia,,,Austronesian
82,Maleu,male1289,mgl,Papunesia,-5.61613,148.445,Austronesian
83,Maloh,emba1238,emb,Papunesia,1.3156,112.63,Austronesian
84,Manggarai,mang1405,mqy,Papunesia,-8.55748,120.329,Austronesian
85,Maori,maor1246,mri,Papunesia,-38.2881,176.541,Austronesian
86,Maranao,mara1404,mrw,Papunesia,7.79414,124.175,Austronesian
87,Marovo,maro1244,mvo,Papunesia,-8.37943,157.747,Austronesian
88,Masiwang,masi1266,bnf,Papunesia,-3.29547,130.601,Austronesian
89,Mekeo,meke1243,mek,Papunesia,-8.23853,146.586,Austronesian
90,Melanau (Mukah),cent2101,mel,Papunesia,2.524086,111.346451,Austronesian
91,Mengen,meng1267,mee,Papunesia,-5.47036,151.373,Austronesian
92,Merina (Malagasy),meri1243,plt,Africa,,,Austronesian
93,Minyaifuin (Gebe),gebe1237,gei,Papunesia,-0.07877,129.424,Austronesian
94,Misima,misi1243,mpx,Papunesia,-10.6821,152.696,Austronesian
95,Moken,moke1242,mwt,Eurasia,10.1474,98.6765,Austronesian
96,Nauna,naun1237,ncn,Papunesia,-2.21213,148.201,Austronesian
97,Nauru,naur1243,nau,Papunesia,-0.52957,166.922,Austronesian
98,Nehan Hape,neha1247,nsn,Papunesia,-4.56875,154.2,Austronesian
99,Nengone,neng1238,nen,Papunesia,-21.5305,167.964,Austronesian
100,Ngadha,ngad1261,nxg,Papunesia,-8.79508,120.976,Austronesian
101,Ngaibor (S.Aru),west2538,txn,Papunesia,-6.62046,134.168,Austronesian
102,Nggela,gela1263,nlg,Papunesia,-9.04587,160.186,Austronesian
103,Nguna,ngun1274,llp,Papunesia,,,Austronesian
104,Nias,nias1242,nia,Papunesia,0.90691,97.4961,Austronesian
105,Nissan,neha1247,nsn,Papunesia,-4.56875,154.2,Austronesian
106,Numfor,biak1248,bhw,Papunesia,-0.9523,135.879,Austronesian
107,Ogan,cent2053,pse,Papunesia,-3.79673,103.137,Austronesian
108,Paamese (South),sout2858,pma,Papunesia,,,Austronesian
109,Palauan,pala1344,pau,Papunesia,7.34138,134.476678,Austronesian
110,Paulohi,paul1238,plh,Papunesia,-3.25404,128.779,Austronesian
111,Peterara (Maewo),pete1237,mwo,Papunesia,,,Austronesian
112,Popalia,tuka1249,bhq,Papunesia,-5.7478,123.948,Austronesian
113,Raga,hano1246,lml,Papunesia,-15.5432,168.167,Austronesian
114,Rejang Rejang,reja1240,rej,Papunesia,-3.33056,102.434,Austronesian
115,Roti (Termanu Dialect),term1237,twu,Papunesia,-10.7326,123.169,Austronesian
116,Rotuman,rotu1241,rtm,Papunesia,-12.5008,177.066,Austronesian
117,Roviana,rovi1238,rug,Papunesia,-8.20493,157.408,Austronesian
118,Samoan,samo1305,smo,Papunesia,-13.92,-171.83,Austronesian
119,Savu,sabu1255,hvn,Papunesia,-10.5522,121.847,Austronesian
120,"Ambrym, South-East",sout2859,tvk,Papunesia,-16.2975,168.211,Austronesian
121,Seimat,seim1238,ssg,Papunesia,-1.2666667,144.25,Austronesian
122,Selaru,sela1259,slu,Papunesia,-8.18376,130.961,Austronesian
123,Sengseng,seng1281,ssz,Papunesia,-6.16474,149.784,Austronesian
124,Sika,sika1262,ski,Papunesia,-8.67302,122.38,Austronesian
125,Singhi,baub1235,sne,Papunesia,1.54467,109.985,Austronesian
126,Sobei,sobe1238,sob,Papunesia,-1.86998,138.75,Austronesian
127,Soboyo,tali1262,tlv,Papunesia,-1.79516,124.869,Austronesian
128,Rurutuan,ruru1237,aut,Papunesia,,,Austronesian
129,Tabar,taba1261,tbf,Papunesia,,,Austronesian
130,Tahitian (18th Century),tahi1242,tah,Papunesia,-17.6485,-149.45,Austronesian
131,Tangga,tang1348,hrc,Papunesia,-4.08824,153.611,Austronesian
132,Tarpia,tarp1240,tpf,Papunesia,-2.322279,140.115497,Austronesian
133,Tboli (Tagabili),tbol1240,tbl,Papunesia,6.20377,124.538,Austronesian
134,Tetum,tetu1246,tdt,Papunesia,-8.58405,125.583,Austronesian
135,Tigak,tiga1245,tgc,Papunesia,-2.70951,150.893,Austronesian
136,Tongan,tong1325,ton,Papunesia,-21.17,-175.25,Austronesian
137,Tontemboan,tont1239,tnt,Papunesia,1.24813,124.654,Austronesian
138,Tsou T63,tsou1248,tsu,Papunesia,23.216,120.787,Austronesian
139,Vaghua,vagh1249,tva,Papunesia,-6.68712,156.542,Austronesian
140,Vitu,mudu1242,wiv,Papunesia,-4.69751,149.489,Austronesian
141,Wampar,wamp1247,lbq,Papunesia,-6.67364,146.662,Austronesian
142,Waropen,waro1242,wrp,Papunesia,-2.31142,136.633,Austronesian
143,Watubela,watu1247,wah,Papunesia,-4.47294,131.641,Austronesian
144,Western Bukidnon Manobo,west2555,mbb,Papunesia,7.6682,124.825,Austronesian
145,Windesi Wandamen,wand1267,wad,Papunesia,-2.25622,133.996,Austronesian
146,Wogeo,woge1237,woc,Papunesia,-3.20238,144.089,Austronesian
147,Wuna,muna1247,mnb,Papunesia,-5.40419,122.541,Austronesian
148,Wuvulu,wuvu1240,wuv,Papunesia,,,Austronesian
149,Anejom (Aneityum),anei1239,aty,Papunesia,-20.1864,169.825,Austronesian
150,Banjarese Malay,banj1239,bjn,Papunesia,0.747105,115.79,Austronesian
151,Belait,bela1260,beg,Papunesia,4.96207,114.933,Austronesian
152,Pukapuka,puka1242,pkp,Papunesia,-10.91,-165.83,Austronesian
153,Cebuano,cebu1242,ceb,Papunesia,8.38799,124.367,Austronesian
154,Dayak Ngaju,ngaj1237,nij,Papunesia,-1.58463,112.794,Austronesian
155,Tikopia,tiko1237,tkp,Papunesia,-12.2766,168.822,Austronesian
156,Futuna-Aniwa,futu1245,fut,Papunesia,-19.5303,170.215,Austronesian
157,Itbayaten,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
158,Katingan,ngaj1237,nij,Papunesia,-1.58463,112.794,Austronesian
159,Kilivila,kili1267,kij,Papunesia,-8.72574,151.072,Austronesian
160,Kisar,kisa1266,kje,Papunesia,-8.05122,127.18,Austronesian
161,Koiwai (Irian Jaya),kowi1239,kwh,Papunesia,-4.21954,133.468,Austronesian
162,Lenakel,lena1238,tnl,Papunesia,-19.4763,169.261,Austronesian
163,Tuvalu,tuva1244,tvl,Papunesia,-8.520813,179.198088,Austronesian
164,Magori (South East Papua),mago1248,zgr,Papunesia,-10.2321,149.26,Austronesian
165,Maisin,mais1250,mbq,Papunesia,-9.22853,148.731,Austronesian
166,Makassar,maka1311,mak,Papunesia,-5.65551,119.838,Austronesian
167,Mambai,mamb1306,mgm,Papunesia,-9.19552,125.475,Austronesian
168,Manam,mana1295,mva,Papunesia,-4.07921,145.033,Austronesian
169,Marshallese (E. Dialect),rata1243,mah,Papunesia,,,Austronesian
170,Melayu Ambon,ambo1250,abs,Papunesia,-3.71342,128.184,Austronesian
171,Lamusong,lamu1255,lbv,Papunesia,,,Austronesian
172,Minangkabau,mina1268,min,Papunesia,-0.896,100.44,Austronesian
173,Tahitian (Modern),tahi1242,tah,Papunesia,-17.6485,-149.45,Austronesian
174,Pulo Anna,pulo1240,sov,Papunesia,,,Austronesian
175,Chuukese,chuu1238,chk,Papunesia,7.346993,151.598607,Austronesian
176,Nakanai (Bileki Dialect),bile1245,nak,Papunesia,,,Austronesian
177,Paiwan (Kulalao F82),paiw1248,pwn,Papunesia,22.3271,120.806,Austronesian
178,Patpatar,patp1243,gfk,Papunesia,-3.74711,152.493,Austronesian
179,Ponapean,pohn1238,pon,Papunesia,6.87212,158.223,Austronesian
180,Pulau (Arguni),argu1237,agf,Papunesia,-2.645798,132.5556,Austronesian
181,Punan Kelai,sega1243,sge,Papunesia,1.97695,116.954,Austronesian
182,Ririo,riri1237,rri,Papunesia,-6.88927,156.92,Austronesian
183,Sangir,sang1336,sxn,Papunesia,3.50554,125.56523,Austronesian
184,Santa Ana,sant1414,stn,Papunesia,,,Austronesian
185,Sasak,sasa1249,sas,Papunesia,-8.58349,116.284,Austronesian
186,Sekar,seka1247,skz,Papunesia,-2.65849,132.469,Austronesian
187,Teop,teop1238,tio,Papunesia,-5.67474,154.971,Austronesian
188,Toba Batak,bata1289,bbc,Papunesia,2.35498,99.1761,Austronesian
189,Tunjung,tunj1244,tjg,Papunesia,-0.29048,115.883,Austronesian
190,Ujir (N.Aru),ujir1237,udj,Papunesia,-5.69329,134.257,Austronesian
191,Varisi,vari1239,vrs,Papunesia,-6.83443,156.655,Austronesian
192,Wolio,woli1241,wlo,Papunesia,-5.33,122.67,Austronesian
193,Hiligaynon,hili1240,hil,Papunesia,10.4018,122.974,Austronesian
194,Bonfia,masi1266,bnf,Papunesia,-3.29547,130.601,Austronesian
195,Bukat,buka1261,bvk,Papunesia,1.29075,113.246,Austronesian
196,Dehu,dehu1237,dhv,Papunesia,-20.8892,167.229,Austronesian
197,"Elat, Kei Besar",keib1237,bnd,Papunesia,,,Austronesian
198,Woleai,wole1240,woe,Papunesia,7.37957,143.916,Austronesian
199,Alune,alun1238,alp,Papunesia,-3.11477,128.394,Austronesian
200,Yakan,yaka1277,yka,Papunesia,6.531023,122.021729,Austronesian
201,Carolinian,caro1242,cal,Papunesia,15.205,145.765,Austronesian
202,"Bunun F69, Southern",bunu1267,bnn,Papunesia,23.4116,121.025,Austronesian
203,Kanakanabu F69,kana1286,xnb,Papunesia,23.3235,120.887,Austronesian
204,"Lio, Flores Tongah",lioo1240,ljl,Papunesia,-8.68615,121.832,Austronesian
205,Lahanan,laha1253,lhn,Papunesia,2.72734,113.947,Austronesian
206,Rennellese,mung1271,mnv,Papunesia,,,Austronesian
207,As,asss1237,asz,Papunesia,-0.75267,131.728,Austronesian
208,Bare'e,pamo1252,pmf,Papunesia,-1.62663,121.268,Austronesian
209,Cheke Holo,chek1238,mrn,Papunesia,-8.27055,159.625,Austronesian
210,"Futuna, East",east2447,fud,Papunesia,-14.278717,-178.137222,Austronesian
211,Gapapaiwa,gapa1238,pwg,Papunesia,-9.73317,149.854,Austronesian
212,Jawe,jawe1237,jaz,Papunesia,-20.6648,164.676,Austronesian
213,Kwara'ae (Solomon Islands'),kwar1239,kwf,Papunesia,-8.75779,160.804,Austronesian
214,Lampung,lamp1243,ljp,Papunesia,-5.73463,105.037,Austronesian
215,Ma'anyan,maan1238,mhy,Papunesia,-2.1239,115.092,Austronesian
216,Mailu,mail1248,mgu,Papunesia,-10.3657,149.521,Mailuan
217,Kapingamarangi,kapi1249,kpg,Papunesia,1.039166,154.797223,Austronesian
218,Dobuan,dobu1241,dob,Papunesia,-9.63239,150.825,Austronesian
219,Molima,moli1248,mox,Papunesia,-9.57457,150.614,Austronesian
220,Roro,waim1251,rro,Papunesia,-8.67145,146.544,Austronesian
221,Sa'a,saaa1240,apb,Papunesia,-9.60258,161.467,Austronesian
222,Ubir,ubir1237,ubr,Papunesia,-9.59044,149.396,Austronesian
223,To'ambaita,toab1237,mlu,Papunesia,-8.39233,160.619,Austronesian
224,Teanu,tean1237,tkw,Papunesia,-11.6752,166.868,Austronesian
225,Taiof,sapo1253,sps,Papunesia,-5.64103,154.732,Austronesian
226,Tae' (S.Toraja),tora1261,sda,Papunesia,-2.97144,119.829,Austronesian
227,Suau,suau1242,swp,Papunesia,-10.6606,150.21,Austronesian
228,"Tanna, Southwest",sout2869,nwi,Papunesia,-19.57953,169.35603,Austronesian
229,Emae,emae1237,mmw,Papunesia,-17.052,168.399,Austronesian
230,Sakao (Port-Olry),saka1289,sku,Papunesia,-15.0757,167.051,Austronesian
231,Numbami (Siboma),numb1247,sij,Papunesia,-7.52806,147.298,Austronesian
232,Modang,moda1244,mxd,Papunesia,0.80793,116.573,Austronesian
233,Malay (Bahasa Indonesia),indo1316,ind,Papunesia,-7.33458,109.716,Austronesian
234,Zabana (Kia),zaba1237,kji,Papunesia,-7.74311,158.753,Austronesian
235,Penrhyn,penr1237,pnh,Papunesia,-9.082238,-157.922908,Austronesian
236,Kédang,keda1252,ksx,Papunesia,-8.23039,123.77,Austronesian
237,Kayan (Uma Juman),reja1241,ree,Papunesia,2.71903,114.169,Austronesian
238,Luangiua,onto1237,ojv,Papunesia,-5.49029,159.701,Austronesian
239,Mangareva,mang1401,mrv,Papunesia,-23.1095,-134.97,Austronesian
240,Bolaang Mongondow,mong1342,mog,Papunesia,0.64616,124.114,Austronesian
241,Thao B96,thao1240,ssf,Papunesia,23.8333,120.93,Austronesian
242,Ifira-Mele (Mele-Fila),mele1250,mxe,Papunesia,-17.6841,168.275,Austronesian
243,Sikaiana,sika1261,sky,Papunesia,-8.37701,162.72522,Austronesian
244,Takuu,taku1257,nho,Papunesia,-4.773094,157.032085,Austronesian
245,Tokelau,toke1240,tkl,Papunesia,-9.227642,-171.780833,Austronesian
246,Tuamotu,tuam1242,pmt,Papunesia,-16.17259,-146.321755,Austronesian
247,Niue,niue1239,niu,Papunesia,-19.06,-169.86,Austronesian
248,Iraralay,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
249,Itbayat,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
250,Imorod,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
251,Ivasay,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
252,Isamorong,ivat1242,ivv,Papunesia,20.77,121.85,Austronesian
253,Anuta,anut1237,aud,Papunesia,-11.61,169.85,Austronesian
254,Yami,yami1254,tao,Papunesia,22.055,121.544,Austronesian
255,Atayal - Squliq F69,atay1247,tay,Papunesia,24.5209,121.388,Austronesian
256,Atayal - C'uli' F69 (Bandai),atay1247,tay,Papunesia,24.5209,121.388,Austronesian
257,Favorlang F69,babu1240,bzg,Papunesia,24.0017,120.585,Austronesian
258,"Uvea, East",wall1257,wls,Papunesia,-13.2903,-176.207,Austronesian
259,"Uvea, West",west2516,uve,Papunesia,-20.4145,166.589,Austronesian
260,Kavalan F69,kava1241,ckv,Papunesia,24.6947,121.645,Austronesian
262,Ida'an,idaa1241,dbj,Papunesia,5.29059,118.515,Austronesian
263,Melayu Brunei (Dialect),brun1242,kxd,Papunesia,4.456045,114.429505,Austronesian
264,Rapanui (Easter Island),rapa1244,rap,Papunesia,-27.113,-109.342,Austronesian
265,Palawan Batak,bata1301,plw,Papunesia,10.1115,119.025,Austronesian
266,Pazih F69,kulo1237,uun,Papunesia,23.7562,120.976,Austronesian
267,Proto-Central Eastern Malayo Polynesian,ruka1240,dru,Papunesia,22.7738,120.844,Austronesian
268,Proto-Central Malayo Polynesian,cent2245,,,,,
269,Proto-Malayo-Polynesian,mala1545,,,,,Austronesian
270,Proto-Oceanic (Blust),ocea1241,,,,,Austronesian
271,Puyuma (Chihpen F69),puyu1239,pyu,Papunesia,22.643,120.996,Austronesian
272,Rukai (Budai F69),ruka1240,dru,Papunesia,22.7738,120.844,Austronesian
273,Saaroa F69,saar1237,sxr,Papunesia,23.2632,120.711,Austronesian
274,Saisiyat F69,sais1237,xsy,Papunesia,24.6043,121.067,Austronesian
275,Seediq F69 (Sakura),taro1264,trv,Papunesia,23.9032,121.358,Austronesian
276,Siraya F69,sira1267,fos,Papunesia,22.9777,120.315,Austronesian
277,Tagalog,taga1270,tgl,Papunesia,14.06,121.747,Austronesian
278,Werinama,bobo1254,bty,Papunesia,-3.43514,130.179,Austronesian
279,Ibanag,iban1267,ibg,Papunesia,17.4201,121.891,Austronesian
280,Proto-Austronesian,aust1307,,,,,Austronesian
281,Lakalai,naka1262,nak,Papunesia,-5.59931,150.888,Austronesian
282,Kove,kove1237,kvc,Papunesia,-5.58623,149.63,Austronesian
283,Yogya,java1254,jav,Papunesia,-7.001,109.287,Austronesian
284,Sundanese,sund1252,sun,Papunesia,-6.89708,107.106,Austronesian
285,Amara,amar1272,aie,Papunesia,-5.55778,148.68,Austronesian
286,Mouk,mouk1240,mwh,Papunesia,,,Austronesian
287,Aria,mouk1239,mwh,Papunesia,-5.71155,149.158,Austronesian
288,Ilokano,ilok1237,ilo,Papunesia,15.9361,120.993,Austronesian
289,Babuyan,babu1242,ivv,Papunesia,19.48,121.96,Austronesian
290,Old Javanese,java1254,jav,Papunesia,-7.001,109.287,Austronesian
291,Koronadal Blaan,koro1310,bpr,Papunesia,6.20529,125.007,Austronesian
292,Proto-Southern Mindanaon,,,,,,
293,Sarangani Blaan,sara1326,bps,Papunesia,6.03691,125.354,Austronesian
294,'Auhelawa,auhe1237,kud,Papunesia,-10.0959,151.002,Austronesian
295,Oirata,oira1263,oia,Papunesia,-8.09044,127.201,Timor-Alor-Pantar
296,Iliun,iliu1237,ilu,Papunesia,-7.84385,125.902,Austronesian
297,Tugun,tugu1245,tzn,Papunesia,-7.72555,126.7,Austronesian
298,Perai,pera1257,wet,Papunesia,-7.62349,126.576,Austronesian
299,Aputai,aput1237,apx,Papunesia,-7.84732,126.496,Austronesian
300,Galolen (Talur),galo1243,gal,Papunesia,-8.61074,125.959,Austronesian
301,Luang,luan1263,lex,Papunesia,-8.18378,127.944,Austronesian
302,East Damar,east2472,dmr,Papunesia,-7.16991,128.636,Austronesian
303,Teun,teun1241,tve,Papunesia,-6.97086,129.143718,Austronesian
304,Serua,seru1245,srw,Papunesia,-6.31107,130.017294,Austronesian
305,Nila,nila1244,nil,Papunesia,-6.734956,129.512131,Austronesian
306,West Damar,west2548,drn,Papunesia,-7.12065,128.585,Austronesian
307,Dawera-Daweloor,dawe1237,ddw,Papunesia,-7.76324,130.06,Austronesian
308,Dai,daii1240,dij,Papunesia,-7.55894,129.687,Austronesian
309,North Babar,nort2860,bcd,Papunesia,-7.84311,129.743,Austronesian
310,South-East Babar,sout2883,vbb,Papunesia,-7.94359,129.8,Austronesian
311,Serili,seri1255,sve,Papunesia,-8.11241,129.901,Austronesian
312,East Masela,east2462,vme,Papunesia,-8.13455,129.873,Austronesian
313,Central Masela,cent2072,mxz,Papunesia,-8.15414,129.865,Austronesian
314,Emplawas,empl1237,emw,Papunesia,-8.03209,129.721,Austronesian
315,Tela-Masbuar,tela1241,tvm,Papunesia,-8.01195,129.687,Austronesian
316,Imroing,imro1237,imr,Papunesia,-7.96772,129.651,Austronesian
317,Pondok,anak1240,akg,Papunesia,-9.63425,119.605,Austronesian
318,Kodi,kodi1247,kod,Papunesia,-9.6373,119.114,Austronesian
319,Wanukaka,wanu1241,wnk,Papunesia,-9.69834,119.468,Austronesian
320,Anakalang,anak1240,akg,Papunesia,-9.63425,119.605,Austronesian
321,Baliledo,anak1240,akg,Papunesia,-9.63425,119.605,Austronesian
322,South Efate,sout2856,erk,Papunesia,-17.7006,168.377,Austronesian
323,Lamboya,lamb1273,lmy,Papunesia,-9.70434,119.344,Austronesian
324,Mamboru,mamb1305,mvd,Papunesia,-9.42302,119.55,Austronesian
325,Gaura Nggaura,kodi1247,kod,Papunesia,-9.6373,119.114,Austronesian
326,Wewewa (Tana Righu dialect),weje1237,wew,Papunesia,-9.55099,119.349,Austronesian
327,So'a,cent2074,ssq,Papunesia,-8.6778,121.04764,Austronesian
328,"East Sumbanese Kambera, Southern dialect",kamb1299,xbr,Papunesia,-9.88447,120.235,Austronesian
329,"East Sumbanese, Lewa dialect",kamb1299,xbr,Papunesia,-9.88447,120.235,Austronesian
330,"East Sumbanese, Umbu Ratu Nggai dialect",kamb1299,xbr,Papunesia,-9.88447,120.235,Austronesian
331,Old Chinese,oldc1244,och,Eurasia,36.12,114.32,Sino-Tibetan
332,Roma,roma1332,rmm,Papunesia,-7.58643,127.428,Austronesian
333,Komering,kome1238,kge,Papunesia,-3.79215,105.107,Austronesian
334,Yabem,yabe1254,jae,Papunesia,-6.67052,147.81,Austronesian
335,Yami,yami1254,tao,Papunesia,22.055,121.544,Austronesian
336,Puluwatese,pulu1242,puw,Papunesia,7.35695,149.2005,Austronesian
337,Pulo-Annan,pulo1240,sov,Papunesia,,,Austronesian
338,Saipan Carolinian,caro1242,cal,Papunesia,15.205,145.765,Austronesian
339,Saipan Carolinian Tanapag,tana1281,cal,Papunesia,15.237,145.757,Austronesian
340,Proto-Micronesian,micr1243,,,,,Austronesian
341,Nage,nage1237,nxe,Papunesia,-8.70513,121.31,Austronesian
342,Mokilese,moki1238,mkj,Papunesia,6.65651,159.776,Austronesian
343,Satawalese,sata1237,stw,Papunesia,7.36084,147.038,Austronesian
344,Marshallese,mars1254,mah,Papunesia,8.72,167.73,Austronesian
345,Mortlockese,mort1237,mrl,Papunesia,5.50735,153.710778,Austronesian
346,Kiribati,gilb1244,gil,Papunesia,0.179,173.64,Austronesian
347,Woleaian,wole1240,woe,Papunesia,7.37957,143.916,Austronesian
348,Proto-Chuukic,truk1243,,,,,Austronesian
349,Chuukese,chuu1238,chk,Papunesia,7.346993,151.598607,Austronesian
350,Amis (Central),amis1246,ami,Papunesia,23.0917,121.348,Austronesian
351,Buyang (Langjia),emab1235,yzg,Eurasia,23.604572,106.030277,Tai-Kadai
352,Nembao,amba1266,utp,Papunesia,-11.2958,166.498,Austronesian
353,Asumboa,asum1237,aua,Papunesia,-11.2969,166.499,Austronesian
354,Tanimbili,tani1255,tbe,Papunesia,-11.2975,166.507,Austronesian
355,Buma,tean1237,tkw,Papunesia,-11.6752,166.868,Austronesian
356,Vano,vano1237,vnk,Papunesia,-11.6107,166.7984,Austronesian
357,Tanema,tane1237,tnx,Papunesia,-11.68,166.97,Austronesian
358,Amahai,amah1245,amq,Papunesia,-3.32028,128.939,Austronesian
